smiles,logS,dtype
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.7075,4 STAR
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.458,4 STAR
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.303999999999999,4 STAR
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.3209999999999997,4 STAR
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.0,4 STAR
O=P1(N(CCCl)CCCl)NCCCO1,-0.815,4 STAR
CC(O)C(=O)O,1.045,4 STAR
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.241,4 STAR
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.054,4 STAR
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.2089999999999996,4 STAR
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.809,4 STAR
O=C(O)c1c(Cl)ccc(Cl)c1Cl,-1.4669999999999999,4 STAR
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.192,4 STAR
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.812,4 STAR
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,-2.227,4 STAR
CNCCCN1c2ccccc2CCc2ccccc21,-3.658,4 STAR
CN(C)CCC=C1c2ccccc2CCc2ccccc21,-4.456,4 STAR
CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.187,4 STAR
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.0969999999999995,4 STAR
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-4.702,4 STAR
CC(=O)Oc1ccccc1C(=O)O,-1.5930000000000002,4 STAR
O=C1OC(C(O)CO)C(O)=C1O,0.3165,4 STAR
O=C(O)c1ccc(Cl)cc1Cl,-2.603,4 STAR
O=c1[nH]cc(F)c(=O)[nH]1,-1.069,4 STAR
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,-1.819,4 STAR
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-0.504,4 STAR
O=C(O)c1cc(Cl)cc(Cl)c1,-3.114,4 STAR
O=C(O)c1ccc(Cl)c(Cl)c1,-3.495,4 STAR
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,-2.119,4 STAR
NCCc1ccc(O)cc1,-1.12,4 STAR
CCOC(N)=O,0.731,4 STAR
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.784,4 STAR
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.277,4 STAR
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.369,4 STAR
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.169,4 STAR
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.061,4 STAR
O=[N+]([O-])C(Br)(CO)CO,0.09699999999999999,4 STAR
NC1(C(=O)O)CCCC1,-0.41200000000000003,4 STAR
CC(C)(S)C(N)C(=O)O,-0.128,4 STAR
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.331,4 STAR
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-4.428999999999999,4 STAR
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,4 STAR
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,4 STAR
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.505,4 STAR
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.402,4 STAR
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.122,4 STAR
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,-8.048,4 STAR
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,-4.625,4 STAR
CN1CCCC1c1cccnc1,0.79,4 STAR
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-3.656,4 STAR
NNC(=O)c1ccncc1,0.009000000000000001,4 STAR
CCN(CC)N=O,0.016,4 STAR
NC(=O)c1ccccc1,-0.953,4 STAR
O=C(O)c1ccncc1,-1.374,4 STAR
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.569,4 STAR
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.2159999999999997,4 STAR
NCCCC(=O)O,1.101,4 STAR
ClC(Cl)(Cl)Cl,-2.2880000000000003,4 STAR
CC12C(=O)OC(=O)C1(C)C1CCC2O1,-3.8160000000000003,4 STAR
CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O,-2.735,4 STAR
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.649,4 STAR
NCC(=O)O,0.521,4 STAR
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,4 STAR
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,-7.966,4 STAR
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.35,4 STAR
c1ccc2cc3c(ccc4ccccc43)cc2c1,-7.385,4 STAR
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,-5.3839999999999995,4 STAR
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.1109999999999998,4 STAR
OCC(O)CO,1.036,4 STAR
NC(CC(=O)O)C(=O)O,-0.318,4 STAR
NC(=O)CCC(N)C(=O)O,-0.5489999999999999,4 STAR
NC(CCC(=O)O)C(=O)O,-1.235,4 STAR
C=CCN=C=S,-1.695,4 STAR
CCCCCCCCCCCCCCCC(=O)O,-6.807,4 STAR
NC(N)=O,0.958,4 STAR
CN(C)N,1.2209999999999999,4 STAR
CC(C)(O)C(Cl)(Cl)Cl,-1.3459999999999999,4 STAR
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,-3.32,4 STAR
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-3.897,4 STAR
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,-1.885,4 STAR
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.574,4 STAR
CCC1(CC)C(=O)NC(=O)NC1=O,-1.393,4 STAR
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.7879999999999999,4 STAR
CCCC(C)(COC(N)=O)COC(N)=O,-1.6669999999999998,4 STAR
CC(O)CO,1.119,4 STAR
O=C1CCO1,0.711,4 STAR
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.419,4 STAR
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.2680000000000002,4 STAR
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.864,4 STAR
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.553,4 STAR
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.367000000000001,4 STAR
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-6.624,4 STAR
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.966,4 STAR
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.629,4 STAR
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.95,4 STAR
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.091,4 STAR
CC1=CC(=O)c2ccccc2C1=O,-3.032,4 STAR
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.397,4 STAR
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.155,4 STAR
CN(C)CCCN1c2ccccc2Sc2ccccc21,-4.302,4 STAR
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-1.389,4 STAR
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,-1.23,4 STAR
O=C(O)CCCCC1SCC2NC(=O)NC21,-3.0460000000000003,4 STAR
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-5.0775000000000015,4 STAR
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-4.004,4 STAR
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.615,4 STAR
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.0460000000000003,4 STAR
CCN(CC)C(=O)c1cccnc1,0.7490000000000001,4 STAR
O=c1ccc2ccccc2[nH]1,-2.1390000000000002,4 STAR
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,-4.603,4 STAR
CCN(CC)CCOC(=O)c1ccc(N)cc1,-1.3980000000000001,4 STAR
Cc1ccccc1OCC(O)CO,-1.189,4 STAR
OCC(S)CS,-0.155,4 STAR
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.356,4 STAR
O=C(O)c1cccnc1,-0.835,4 STAR
O=NN1CCOCC1,0.935,4 STAR
NC(Cc1ccc(O)c(O)c1)C(=O)O,-1.5959999999999999,4 STAR
Nc1ccc(N=Nc2ccccc2)cc1,-3.181,4 STAR
CN(C)c1ccc(N=Nc2ccccc2)cc1,-5.9910000000000005,4 STAR
OCCc1ccccc1,-0.741,4 STAR
NC(Cc1ccc(O)cc1)C(=O)O,-2.5780000000000003,4 STAR
CN1CC(=O)NC1=N,-0.15,4 STAR
CCOCC,-0.08900000000000001,4 STAR
NCCCCCC(=O)O,0.585,4 STAR
CNN,1.337,4 STAR
CC(N)=O,1.581,4 STAR
CNC(=O)CSP(=S)(OC)OC,-0.9620000000000001,4 STAR
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.237,4 STAR
Cc1cc(=O)n(-c2ccccc2)n1C,-0.564,4 STAR
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,-2.64,4 STAR
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.26,4 STAR
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,-4.215,4 STAR
O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.217,4 STAR
CC(C)CC(N)C(=O)O,-0.785,4 STAR
O=C(O)c1ccc([N+](=O)[O-])cc1,-2.9219999999999997,4 STAR
CCOc1ccc(NC(C)=O)cc1,-2.369,4 STAR
CCOS(C)(=O)=O,0.402,4 STAR
Nc1ccccc1,-0.413,4 STAR
CC(N)=S,0.336,4 STAR
NC(N)=S,0.271,4 STAR
COP(=O)(OC)OC=C(Cl)Cl,-1.344,4 STAR
CN(C)N=O,1.13,4 STAR
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.695,4 STAR
CNC(=O)Oc1cccc2ccccc12,-3.387,4 STAR
CSCCC(N)C(=O)O,-0.42100000000000004,4 STAR
Nc1ccc(S(N)(=O)=O)cc1,-1.361,4 STAR
COC(=O)C1=CCCN(C)C1,0.809,4 STAR
CCO,1.337,4 STAR
O=CO,1.337,4 STAR
CC(=O)O,1.2209999999999999,4 STAR
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366,4 STAR
CCOS(=O)(=O)OCC,-1.3430000000000002,4 STAR
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-3.3939999999999997,4 STAR
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.745,4 STAR
NC(=O)c1ccccc1O,-1.8230000000000002,4 STAR
Nc1ccc(C(=O)O)c(O)c1,-1.9569999999999999,4 STAR
Cc1c[nH]c(=O)[nH]c1=O,-1.5190000000000001,4 STAR
O=C(O)c1ccccc1,-1.655,4 STAR
O=C(O)c1cc(O)nc(O)n1,-1.933,4 STAR
O=c1cc[nH]c(=O)[nH]1,-1.493,4 STAR
CCCCCC=O,-1.249,4 STAR
c1cnc2c(c1)ccc1cccnc12,-1.8259999999999998,4 STAR
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.127,4 STAR
CC(C)O,1.2209999999999999,4 STAR
CC(C)=O,1.236,4 STAR
ClC(Cl)Cl,-1.177,4 STAR
C[S+](C)[O-],1.107,4 STAR
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-4.488,4 STAR
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13,4 STAR
O=C(O)CS,1.036,4 STAR
CN(C)C=O,1.136,4 STAR
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.627,4 STAR
O=c1[nH]cnc2nc[nH]c12,-2.289,4 STAR
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.708,4 STAR
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.149,4 STAR
O=C(O)c1ccccc1O,-1.79,4 STAR
Cc1ccc(S(N)(=O)=O)cc1,-1.734,4 STAR
CCC(=O)c1ccc(N)cc1,-2.627,4 STAR
NC(Cc1cnc[nH]1)C(=O)O,-0.532,4 STAR
CCCO,1.2209999999999999,4 STAR
CCCCO,-0.069,4 STAR
CCCCCO,-0.603,4 STAR
c1ccccc1,-1.64,4 STAR
CC(Cl)(Cl)Cl,-1.952,4 STAR
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-2.425,4 STAR
CC(O)C(N)C(=O)O,-0.08900000000000001,4 STAR
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-6.539,4 STAR
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,-2.779,4 STAR
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-6.551,4 STAR
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9,4 STAR
NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.183,4 STAR
CCC(C)C(N)C(=O)O,-0.581,4 STAR
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.591,4 STAR
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.286,4 STAR
O=C(O)c1ccc(Cl)cc1,-3.3369999999999997,4 STAR
N=C(N)NCCCC(N)C(=O)O,0.019,4 STAR
BrCBr,-1.165,4 STAR
CCBr,-1.0859999999999999,4 STAR
ClCBr,-0.889,4 STAR
CCCl,-1.055,4 STAR
C=CCl,-1.36,4 STAR
C=CF,-0.276,4 STAR
CCI,-1.601,4 STAR
CCN,1.3459999999999999,4 STAR
CC#N,1.3869999999999998,4 STAR
CC=O,1.3559999999999999,4 STAR
CCS,-0.6,4 STAR
ClCCl,-0.815,4 STAR
ICI,-2.334,4 STAR
NC=O,1.3459999999999999,4 STAR
S=C=S,-1.81,4 STAR
CSC,-0.9940000000000001,4 STAR
C1CO1,1.3559999999999999,4 STAR
BrC(Br)Br,-1.808,4 STAR
CC(C)Br,-1.631,4 STAR
ClC(Cl)Br,-1.733,4 STAR
CC(C)C,-3.076,4 STAR
CC(C)Cl,-1.4040000000000001,4 STAR
CC(C)I,-2.084,4 STAR
CC(C)N,1.228,4 STAR
CC(Cl)Cl,-1.291,4 STAR
C=C(Cl)Cl,-1.6340000000000001,4 STAR
CC(F)F,-1.315,4 STAR
C=C(F)F,-0.706,4 STAR
FC(Cl)Cl,-0.738,4 STAR
FC(F)Cl,-1.494,4 STAR
FC(F)F,-1.2329999999999999,4 STAR
CN(C)C,1.178,4 STAR
C[N+](=O)[O-],0.26,4 STAR
CC1CO1,1.0070000000000001,4 STAR
FC(F)(F)Br,-2.668,4 STAR
CC(C)(C)N,1.136,4 STAR
CC(C)(C)O,1.13,4 STAR
FC(Cl)(Cl)Cl,-2.096,4 STAR
FC(F)(Cl)Cl,-2.635,4 STAR
FC(F)(F)Cl,-3.065,4 STAR
CCC(C)(C)C,-3.6710000000000003,4 STAR
CC(C)(C)CO,-0.401,4 STAR
CCC(C)(C)O,0.096,4 STAR
O=CC(Cl)(Cl)Cl,-0.691,4 STAR
OCC(F)(F)F,1.0,4 STAR
CC(=O)C(C)(C)C,-0.722,4 STAR
CC(C)(C)C(=O)O,-0.6729999999999999,4 STAR
CC(Cl)(Cl)C(=O)O,0.545,4 STAR
CC(O)C(Cl)(Cl)Cl,-0.757,3 STAR
ClC(Cl)C(Cl)(Cl)Cl,-2.625,4 STAR
O=C(O)C(Cl)(Cl)Cl,0.519,4 STAR
O=[N+]([O-])C(Cl)(Cl)Cl,-2.006,4 STAR
FC(Cl)(Cl)C(F)(Cl)Cl,-3.1889999999999996,4 STAR
FC(F)(Cl)C(F)(Cl)Cl,-3.042,4 STAR
FC(F)(Cl)C(F)(F)Cl,-3.1189999999999998,4 STAR
FC(F)(F)C(F)(F)Cl,-3.411,4 STAR
FC(F)(F)C(F)(F)C(F)(F)F,-4.518,4 STAR
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-1.685,4 STAR
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.316,4 STAR
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.317,4 STAR
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-1.5219999999999998,4 STAR
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,-2.523,4 STAR
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.214,4 STAR
O=C(O)C(O)(c1ccccc1)c1ccccc1,-2.209,4 STAR
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.712,4 STAR
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.841,4 STAR
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.9010000000000002,4 STAR
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.3369999999999997,4 STAR
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.458,4 STAR
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.6380000000000001,4 STAR
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,4 STAR
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.181,4 STAR
CCC(Br)(CC)C(=O)NC(N)=O,-2.676,4 STAR
CCC(C)(O)CC,-0.38,4 STAR
C#CC(C)(O)CC,0.115,4 STAR
COS(=O)(=O)OC,-0.654,4 STAR
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.489,4 STAR
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-0.603,4 STAR
CCC(C)(CC)OC(N)=O,-1.56,4 STAR
CCOP(=O)(OCC)OCC,0.439,4 STAR
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-2.938,4 STAR
CCCCSP(=O)(SCCCC)SCCCC,-5.6339999999999995,4 STAR
CC1=CC(=O)CC(C)(C)C1,-1.061,4 STAR
C=CC(C)(O)CCC=C(C)C,-1.9869999999999999,4 STAR
CC(Br)CBr,-2.141,3 STAR
CC(C)CBr,-2.432,4 STAR
CCC(C)C,-3.1630000000000003,4 STAR
C=CC(=C)C,-2.0340000000000003,4 STAR
CC(C)CN,1.136,4 STAR
CC(C)CO,0.059000000000000004,4 STAR
CC(C)C=O,0.091,4 STAR
C=C(C)C=O,-0.039,4 STAR
CCC(C)Cl,-1.966,4 STAR
CC(Cl)CCl,-1.6059999999999999,4 STAR
C=C(Cl)CCl,-1.713,4 STAR
CCC(C)O,0.38799999999999996,4 STAR
CCC(C)=O,0.49,4 STAR
ClCC(Cl)Cl,-1.48,4 STAR
ClC=C(Cl)Cl,-2.077,4 STAR
C=CC(N)=O,0.9540000000000001,4 STAR
NC(=O)CCl,-0.017,4 STAR
CCC(=O)O,1.13,4 STAR
O=C(O)CCl,0.9279999999999999,4 STAR
CNC(C)=O,1.136,4 STAR
COC(C)=O,0.516,4 STAR
CC[N+](=O)[O-],-0.203,4 STAR
BrC(Br)C(Br)Br,-2.7319999999999998,4 STAR
CC(C)C(C)C,-3.583,4 STAR
CC(C)C(=O)O,0.278,4 STAR
ClC(Cl)C(Cl)Cl,-1.754,4 STAR
C=C(C)C(=O)O,0.013999999999999999,4 STAR
O=C(O)C(Cl)Cl,0.89,4 STAR
CC(C)[N+](=O)[O-],-0.615,4 STAR
Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1,-2.597,4 STAR
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-3.279,4 STAR
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-2.815,4 STAR
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-3.28,4 STAR
CCC(C)(C)c1ccc(O)cc1,-2.99,4 STAR
CC1(O)CCC(C(C)(C)O)CC1,-1.6340000000000001,4 STAR
C=C(C)C(=O)OC,-0.8240000000000001,4 STAR
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,-2.039,4 STAR
O=C1NS(=O)(=O)c2ccccc21,-1.661,4 STAR
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.3680000000000003,4 STAR
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-4.2589999999999995,4 STAR
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,-3.263,4 STAR
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.817,4 STAR
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,-1.662,4 STAR
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-2.426,4 STAR
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.107,4 STAR
c1cc2c3c(cccc3c1)CC2,-4.5969999999999995,4 STAR
Cc1c[nH]c2ccccc12,-2.421,4 STAR
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-3.4939999999999998,4 STAR
